timestamp,open,high,low,close,volume
2023-09-15 19:59:00,174.8700,174.8700,174.8200,174.8300,875
2023-09-15 19:58:00,174.8800,174.8800,174.8450,174.8700,171
2023-09-15 19:57:00,174.8700,174.8800,174.8600,174.8800,3118
2023-09-15 19:56:00,174.8700,174.9000,174.8600,174.8700,904
2023-09-15 19:55:00,174.8900,174.9000,174.8700,174.8700,460
2023-09-15 19:54:00,174.8300,174.8750,174.8200,174.8750,640
2023-09-15 19:53:00,174.8500,174.8600,174.8200,174.8300,688
2023-09-15 19:52:00,174.8500,174.8800,174.8300,174.8500,1640
2023-09-15 19:51:00,174.8600,174.8900,174.8300,174.8900,286
2023-09-15 19:50:00,174.8500,174.8900,174.8300,174.8900,130
2023-09-15 19:49:00,174.8100,174.8700,174.7800,174.8500,249
2023-09-15 19:48:00,174.7900,174.8100,174.7900,174.8100,173
2023-09-15 19:47:00,174.8400,174.8400,174.7800,174.7800,557
2023-09-15 19:46:00,174.7900,174.8400,174.7800,174.8100,130
2023-09-15 19:45:00,174.7800,174.8100,174.7600,174.8000,350
2023-09-15 19:44:00,174.7600,174.8800,174.7200,174.8700,874
2023-09-15 19:43:00,174.7400,174.7600,174.7300,174.7600,213
2023-09-15 19:42:00,174.7600,174.8000,174.7200,174.7300,17
2023-09-15 19:41:00,174.8000,174.8000,174.7200,174.7600,227
2023-09-15 19:40:00,174.8000,174.8000,174.7200,174.7300,413
2023-09-15 19:39:00,174.7600,174.8000,174.7200,174.8000,402
2023-09-15 19:38:00,174.7900,174.8000,174.7550,174.8000,85
2023-09-15 19:37:00,174.9000,174.9000,174.7300,174.7300,15
2023-09-15 19:36:00,174.7500,174.8800,174.7300,174.8800,222
2023-09-15 19:35:00,174.7400,174.8500,174.7300,174.8300,512
2023-09-15 19:34:00,174.7400,174.7500,174.7300,174.7500,449
2023-09-15 19:33:00,174.7200,174.7500,174.7200,174.7500,325
2023-09-15 19:32:00,174.7400,174.7500,174.7200,174.7350,70
2023-09-15 19:31:00,174.7250,174.7500,174.7100,174.7200,85
2023-09-15 19:30:00,174.7500,174.7500,174.7000,174.7000,94
2023-09-15 19:29:00,174.7500,174.7500,174.7000,174.7000,57
2023-09-15 19:28:00,174.7400,174.7500,174.7000,174.7500,224
2023-09-15 19:27:00,174.7250,174.7500,174.7000,174.7000,1844
2023-09-15 19:26:00,174.7000,174.7500,174.7000,174.7000,1148
2023-09-15 19:25:00,174.7500,174.7500,174.7250,174.7250,338
2023-09-15 19:24:00,174.7200,174.7500,174.7000,174.7500,646
2023-09-15 19:23:00,174.7400,174.7500,174.7200,174.7500,175
2023-09-15 19:22:00,174.8600,174.8700,174.7300,174.7300,3764
2023-09-15 19:21:00,174.8600,174.9000,174.8600,174.9000,173
2023-09-15 19:20:00,174.8800,174.8900,174.8600,174.8800,20
2023-09-15 19:19:00,174.9000,174.9000,174.8600,174.9000,75
2023-09-15 19:18:00,174.9000,174.9000,174.8900,174.8900,169
2023-09-15 19:17:00,174.9000,174.9000,174.8900,174.9000,248
2023-09-15 19:16:00,174.8900,174.9000,174.8900,174.9000,1200
2023-09-15 19:15:00,174.9000,174.9000,174.8850,174.9000,62
2023-09-15 19:14:00,174.8500,174.9000,174.8500,174.8900,22
2023-09-15 19:13:00,174.9000,174.9000,174.8600,174.8600,1212
2023-09-15 19:12:00,174.8900,174.9000,174.8600,174.8700,41
2023-09-15 19:11:00,174.8900,174.9000,174.8600,174.8600,9
2023-09-15 19:10:00,174.8800,174.9000,174.8600,174.8600,209
2023-09-15 19:09:00,174.9000,174.9000,174.8600,174.9000,631
2023-09-15 19:08:00,174.8600,174.9000,174.8600,174.8800,65
2023-09-15 19:07:00,174.8900,174.8900,174.8600,174.8600,84
2023-09-15 19:06:00,174.8900,174.8900,174.8600,174.8800,40
2023-09-15 19:05:00,174.8700,174.8800,174.8600,174.8600,146
2023-09-15 19:04:00,174.8750,174.9000,174.8750,174.9000,9
2023-09-15 19:03:00,174.8900,174.9000,174.8500,174.8750,58
2023-09-15 19:02:00,174.9300,174.9300,174.8500,174.8500,4109
2023-09-15 19:01:00,174.9200,174.9300,174.9200,174.9300,90
2023-09-15 19:00:00,174.9250,174.9300,174.9200,174.9250,33
2023-09-15 18:59:00,174.9200,174.9300,174.9200,174.9250,10
2023-09-15 18:58:00,174.9300,174.9300,174.9250,174.9300,441
2023-09-15 18:57:00,174.9300,174.9300,174.9200,174.9300,18
