timestamp,open,high,low,close,volume
2023-09-15 19:30:00,174.7500,174.9000,174.7000,174.8300,14389
2023-09-15 19:00:00,174.9250,174.9300,174.7000,174.7000,16917
2023-09-15 18:30:00,174.9800,174.9800,174.9100,174.9250,12091
2023-09-15 18:00:00,174.9300,174.9800,173.8350,174.9500,10661
2023-09-15 17:30:00,174.9500,181.6570,174.9000,174.9300,25870
2023-09-15 17:00:00,175.0100,181.8560,164.2920,174.9650,116115
2023-09-15 16:30:00,174.9700,175.2000,174.4150,175.0100,403692
2023-09-15 16:00:00,174.9450,175.0710,174.9300,174.9700,66961401
2023-09-15 15:30:00,174.7700,175.1200,174.6300,174.9600,9351408
2023-09-15 15:00:00,174.3800,174.8000,174.1390,174.7700,3411541
2023-09-15 14:30:00,174.2400,174.5600,174.1550,174.3700,2741621
2023-09-15 14:00:00,174.2600,174.6300,174.1600,174.2450,3186027
2023-09-15 13:30:00,174.0700,174.2900,173.8200,174.2600,3021970
2023-09-15 13:00:00,174.9900,175.0400,174.0100,174.0800,3064619
2023-09-15 12:30:00,174.7300,175.0150,174.6750,174.9900,2410082
2023-09-15 12:00:00,174.9600,175.1500,174.7100,174.7400,2321851
2023-09-15 11:30:00,174.8600,175.0000,174.5900,174.9520,3570736
2023-09-15 11:00:00,174.5700,176.3700,174.5250,174.8660,3559990
2023-09-15 10:30:00,175.1500,175.3800,174.5600,174.5700,4702480
2023-09-15 10:00:00,175.0000,175.8900,174.5500,175.1600,6197352
2023-09-15 09:30:00,176.4800,176.4950,174.6900,174.9850,20336779
2023-09-15 09:00:00,177.1700,177.4300,175.5000,176.4500,1147770
2023-09-15 08:30:00,176.0400,177.5000,175.7400,177.1000,539887
2023-09-15 08:00:00,175.7400,176.8800,175.5200,176.0700,247097
2023-09-15 07:30:00,175.9600,176.3400,175.9600,176.0600,28371
2023-09-15 07:00:00,176.3600,176.4700,175.8100,176.0000,84095
2023-09-15 06:30:00,176.2900,176.5000,176.2200,176.4300,13919
2023-09-15 06:00:00,176.1700,176.3800,176.0900,176.2900,35418
2023-09-15 05:30:00,176.1000,176.2200,176.0300,176.1700,10657
2023-09-15 05:00:00,176.0500,176.1200,175.9300,176.0900,12162
2023-09-15 04:30:00,176.1000,176.3000,175.9100,176.0300,27058
2023-09-15 04:00:00,176.0000,176.4400,176.0000,176.1100,29463
2023-09-14 19:30:00,175.8400,175.9300,175.7500,175.8100,17202
2023-09-14 19:00:00,175.7800,175.9000,175.7000,175.8700,17196
2023-09-14 18:30:00,175.7300,175.8800,175.6600,175.7600,24616
2023-09-14 18:00:00,175.6650,175.8000,175.6000,175.7400,22372
2023-09-14 17:30:00,175.6400,175.7400,175.6000,175.6500,22096
2023-09-14 17:00:00,175.6100,181.4620,174.4630,175.6320,56958
2023-09-14 16:30:00,175.7900,175.9200,175.6100,175.6100,1095732
2023-09-14 16:00:00,175.7200,176.7300,174.0850,175.7800,14837546
2023-09-14 15:30:00,175.6700,175.8600,175.5600,175.7300,5301605
2023-09-14 15:00:00,175.7300,176.1000,175.6400,175.6700,2745266
2023-09-14 14:30:00,175.3650,175.8000,175.3100,175.7250,2549256
2023-09-14 14:00:00,175.7400,175.9000,175.3000,175.3700,2530796
2023-09-14 13:30:00,175.8000,176.0400,175.7100,175.7450,2334386
2023-09-14 13:00:00,175.8760,175.9300,175.4600,175.7950,2603418
2023-09-14 12:30:00,175.5100,175.9700,175.0200,175.8700,2907777
2023-09-14 12:00:00,175.5000,176.0000,175.2700,175.5200,2811540
2023-09-14 11:30:00,175.3900,175.5600,174.8300,175.5000,2715759
2023-09-14 11:00:00,175.2250,175.7600,175.2100,175.3900,3896041
2023-09-14 10:30:00,174.8100,175.5700,174.8100,175.2200,4831122
2023-09-14 10:00:00,175.4000,175.4600,174.3100,174.8100,4817538
2023-09-14 09:30:00,174.0000,175.6300,173.5800,175.3700,9531449
2023-09-14 09:00:00,174.4200,174.8800,174.0000,174.0600,409860
2023-09-14 08:30:00,174.7200,174.7450,174.0900,174.4500,292131
2023-09-14 08:00:00,174.8800,175.1750,174.2100,174.7500,327835
2023-09-14 07:30:00,174.6500,174.7800,174.4000,174.5500,52129
2023-09-14 07:00:00,174.9800,175.0300,174.6300,174.6500,193635
2023-09-14 06:30:00,174.9900,175.1900,174.9200,175.0000,27269
2023-09-14 06:00:00,174.7500,175.0600,174.7200,175.0000,18387
2023-09-14 05:30:00,174.8200,174.8200,174.6500,174.7400,11004
2023-09-14 05:00:00,174.7000,174.8600,174.6300,174.7800,7199
2023-09-14 04:30:00,174.5500,174.9100,174.5000,174.7300,15149
2023-09-14 04:00:00,175.0000,175.0000,174.2100,174.5500,37817
2023-09-13 19:30:00,174.1000,174.1500,174.0500,174.0900,38862
2023-09-13 19:00:00,174.0200,174.1500,174.0000,174.0900,19086
2023-09-13 18:30:00,174.0800,174.1300,174.0000,174.0300,24981
2023-09-13 18:00:00,174.1100,174.1900,174.0000,174.0750,39081
2023-09-13 17:30:00,173.9400,174.1600,173.8600,174.0600,77546
2023-09-13 17:00:00,173.9600,182.1440,162.7000,173.9300,147384
2023-09-13 16:30:00,174.0200,174.2100,173.8700,173.9600,468317
2023-09-13 16:00:00,174.2000,179.6500,173.8500,174.0500,17652961
2023-09-13 15:30:00,175.0650,175.1990,173.9800,174.2000,11173131
2023-09-13 15:00:00,174.7100,175.1000,174.5000,175.0600,3420013
2023-09-13 14:30:00,174.8400,175.1900,174.3600,174.7040,4769906
2023-09-13 14:00:00,175.1750,175.2700,174.7500,174.8400,3273606
2023-09-13 13:30:00,175.3300,175.5000,175.0900,175.1870,2559544
2023-09-13 13:00:00,175.5650,175.7300,175.3110,175.3210,2853906
2023-09-13 12:30:00,175.7050,175.7700,175.2600,175.5650,2762997
2023-09-13 12:00:00,175.7400,176.2300,175.6600,175.7300,4113544
2023-09-13 11:30:00,175.2000,175.7700,174.8700,175.7330,3951530
2023-09-13 11:00:00,174.7400,175.3000,174.6700,175.2170,6930741
