timestamp,open,high,low,close,volume
2023-09-15 19:00:00,174.9250,174.9300,174.7000,174.8300,31306
2023-09-15 18:00:00,174.9300,174.9800,173.8350,174.9250,22753
2023-09-15 17:00:00,175.0100,181.8560,164.2930,174.9300,141985
2023-09-15 16:00:00,174.9450,175.2000,174.4150,175.0100,67365093
2023-09-15 15:00:00,174.3800,175.1200,174.1390,174.9600,12762949
2023-09-15 14:00:00,174.2600,174.6300,174.1550,174.3700,5927649
2023-09-15 13:00:00,174.9900,175.0400,173.8200,174.2600,6086590
2023-09-15 12:00:00,174.9600,175.1500,174.6750,174.9900,4731933
2023-09-15 11:00:00,174.5700,176.3700,174.5250,174.9520,7130726
2023-09-15 10:00:00,175.0000,175.8900,174.5500,174.5700,10899832
2023-09-15 09:00:00,177.1700,177.4300,174.6900,174.9850,21484549
2023-09-15 08:00:00,175.7400,177.5000,175.5200,177.1000,786985
2023-09-15 07:00:00,176.3600,176.4700,175.8100,176.0600,112466
2023-09-15 06:00:00,176.1700,176.5000,176.0900,176.4300,49338
2023-09-15 05:00:00,176.0500,176.2200,175.9300,176.1700,22820
2023-09-15 04:00:00,176.0000,176.4400,175.9100,176.0300,56522
2023-09-14 19:00:00,175.7800,175.9300,175.7000,175.8100,34399
2023-09-14 18:00:00,175.6650,175.8800,175.6000,175.7600,46989
2023-09-14 17:00:00,175.6100,181.4620,174.4630,175.6500,79055
2023-09-14 16:00:00,175.7200,176.7300,174.0850,175.6100,15933278
2023-09-14 15:00:00,175.7300,176.1000,175.5600,175.7300,8046872
2023-09-14 14:00:00,175.7400,175.9000,175.3000,175.7250,5080052
2023-09-14 13:00:00,175.8760,176.0400,175.4600,175.7450,4937805
2023-09-14 12:00:00,175.5000,176.0000,175.0200,175.8700,5719317
2023-09-14 11:00:00,175.2250,175.7600,174.8300,175.5000,6611801
2023-09-14 10:00:00,175.4000,175.5700,174.3100,175.2200,9648660
2023-09-14 09:00:00,174.4200,175.6300,173.5800,175.3700,9941309
2023-09-14 08:00:00,174.8800,175.1750,174.0900,174.4500,619967
2023-09-14 07:00:00,174.9800,175.0300,174.4000,174.5500,245764
2023-09-14 06:00:00,174.7500,175.1900,174.7200,175.0000,45657
2023-09-14 05:00:00,174.7000,174.8600,174.6300,174.7400,18203
2023-09-14 04:00:00,175.0000,175.0000,174.2100,174.7300,52967
2023-09-13 19:00:00,174.0200,174.1500,174.0000,174.0900,57948
2023-09-13 18:00:00,174.1100,174.1900,174.0000,174.0300,64062
2023-09-13 17:00:00,173.9600,182.1440,162.7000,174.0600,224931
2023-09-13 16:00:00,174.2000,179.6500,173.8500,173.9600,18121278
2023-09-13 15:00:00,174.7100,175.1990,173.9800,174.2000,14593144
