timestamp,open,high,low,close,volume
2023-09-15 19:55:00,174.8900,174.9000,174.8200,174.8300,5530
2023-09-15 19:50:00,174.8500,174.8900,174.8200,174.8750,3386
2023-09-15 19:45:00,174.7800,174.8700,174.7600,174.8500,1460
2023-09-15 19:40:00,174.8000,174.8800,174.7200,174.8700,1747
2023-09-15 19:35:00,174.7400,174.9000,174.7200,174.8000,1239
2023-09-15 19:30:00,174.7500,174.7500,174.7000,174.7500,1025
2023-09-15 19:25:00,174.7500,174.7500,174.7000,174.7000,3613
2023-09-15 19:20:00,174.8800,174.9000,174.7000,174.7500,4779
2023-09-15 19:15:00,174.9000,174.9000,174.8600,174.9000,1756
2023-09-15 19:10:00,174.8800,174.9000,174.8500,174.8900,1496
2023-09-15 19:05:00,174.8700,174.9000,174.8600,174.9000,968
2023-09-15 19:00:00,174.9250,174.9300,174.8500,174.9000,4302
2023-09-15 18:55:00,174.9200,174.9300,174.9100,174.9250,829
2023-09-15 18:50:00,174.9300,174.9300,174.9100,174.9200,493
2023-09-15 18:45:00,174.9300,174.9300,174.9100,174.9300,2622
2023-09-15 18:40:00,174.9200,174.9300,174.9100,174.9100,1362
2023-09-15 18:35:00,174.9450,174.9800,174.9200,174.9200,4056
2023-09-15 18:30:00,174.9800,174.9800,174.9450,174.9450,2727
2023-09-15 18:25:00,174.9500,174.9800,174.9100,174.9500,1451
2023-09-15 18:20:00,174.9300,174.9500,174.9100,174.9300,1870
2023-09-15 18:15:00,174.9200,174.9400,174.9100,174.9250,3219
2023-09-15 18:10:00,174.9300,174.9400,173.8350,174.9250,1100
2023-09-15 18:05:00,174.9400,174.9400,174.9100,174.9300,1555
2023-09-15 18:00:00,174.9300,174.9400,174.9100,174.9100,1463
2023-09-15 17:55:00,174.9500,174.9500,174.9100,174.9300,2657
2023-09-15 17:50:00,174.9500,174.9700,174.9400,174.9500,1488
2023-09-15 17:45:00,174.9700,174.9700,174.9200,174.9500,5096
2023-09-15 17:40:00,174.9400,174.9700,174.9200,174.9500,5016
2023-09-15 17:35:00,174.9600,174.9900,174.9400,174.9500,3499
2023-09-15 17:30:00,174.9500,181.6570,174.9000,174.9900,8111
2023-09-15 17:25:00,174.9800,177.9770,164.2920,174.9650,9657
2023-09-15 17:20:00,174.9900,181.8560,174.9500,174.9700,11550
2023-09-15 17:15:00,175.0050,175.0100,174.9500,174.9900,9438
2023-09-15 17:10:00,174.9950,175.0100,174.9800,175.0100,16786
2023-09-15 17:05:00,174.9950,175.0100,174.9800,175.0000,48815
2023-09-15 17:00:00,175.0100,175.0300,174.9800,175.0080,19866
2023-09-15 16:55:00,175.0100,175.0100,174.9700,175.0100,162434
2023-09-15 16:50:00,175.0000,175.0400,174.9800,175.0000,44254
2023-09-15 16:45:00,175.0000,175.0400,174.4670,175.0000,46542
2023-09-15 16:40:00,175.0050,175.2000,174.6500,175.0100,43086
2023-09-15 16:35:00,175.0300,175.0300,174.9600,174.9900,30067
2023-09-15 16:30:00,174.9700,175.0300,174.4150,175.0300,77306
2023-09-15 16:25:00,174.9700,175.0100,174.9700,174.9700,1077496
2023-09-15 16:20:00,174.9800,175.0200,174.9600,174.9900,29228
2023-09-15 16:15:00,175.0100,175.0200,174.9600,174.9800,1114664
2023-09-15 16:10:00,175.0100,175.0300,174.9800,174.9850,63271
2023-09-15 16:05:00,175.0100,175.0710,174.9700,175.0150,803144
2023-09-15 16:00:00,174.9450,175.0140,174.9300,174.9800,63873595
2023-09-15 15:55:00,174.8700,175.1200,174.8600,174.9600,3185647
